recipient_legal_name,
Town of Robert's Arm|Town of Robert's Arm,
Town of St. Lawrence|Town of St. Lawrence,
Brackley Point Women's Institute Inc.|Brackley Point Women's Institute Inc.,
Applied Pressure Inc.|Applied Pressure Inc.,
Camp Jeunesse Richelieu Inc.|Camp Jeunesse Richelieu Inc.,
Bonavista Area Chamber of Commerce Inc.|Bonavista Area Chamber of Commerce Inc.,
Duinkerken Foods Inc.|Duinkerken Foods Inc.,
The Newport and District Rink Commission|The Newport and District Rink Commission,
l'Association Sportive de St-André Inc.|l'Association Sportive de St-André Inc.,
Eastland Industries Limited|Eastland Industries Limited,
Acadiaville Community Centre Society|Acadiaville Community Centre Society,
"St. John's International Women's Film Festival, Inc.|St. John's International Women's Film Festival, Inc.",
Labrador North Chamber of Commerce Inc.|Labrador North Chamber of Commerce Inc.,
MicroSintesis Inc.|MicroSintesis Inc.,
Entrepreneurs with Disabilities Network (EDN) Society|Entrepreneurs with Disabilities Network (EDN) Society,
Atlantic Bottle Wash Inc.|Atlantic Bottle Wash Inc.,
Atlantic Bottle Wash Inc.|Atlantic Bottle Wash Inc.,
Queens County Fair Association|Queens County Fair Association,
Ultra Electronics Maritime Systems Inc.|Ultra Electronics Maritime Systems Inc.,
Craft Alliance Atlantic Association|Craft Alliance Atlantic Association,
Maritime Hydraulic Repair Centre (1997) Ltd.|Maritime Hydraulic Repair Centre (1997) Ltd.,
Apex Industries Inc.|Apex Industries Inc.,
Apex Industries Inc.|Apex Industries Inc.,
"Bridges to Hope, Inc.|Bridges to Hope, Inc.",
"Bridges to Hope, Inc.|Bridges to Hope, Inc.",
Alantra Leasing Inc.|Alantra Leasing Inc.,
Terra Nova Transcription Inc.|Terra Nova Transcription Inc.,
Quorum Information Systems Inc.|Quorum Information Systems Inc.,
Perennia Food & Agriculture Incorporated|Perennia Food & Agriculture Incorporated,
Variety Foods Limited|Variety Foods Limited,
Fair Haven Recreation Association Inc.|Fair Haven Recreation Association Inc.,
Town of Labrador City|Town of Labrador City,
Placentia Area Chamber of Commerce|Placentia Area Chamber of Commerce,
Royal Canadian Legion Branch No. 6|Royal Canadian Legion Branch No. 6,
The Army Museum Halifax Citadel|The Army Museum Halifax Citadel,
Black Business Initiative Society|Black Business Initiative Society,
MASITEK Instruments Inc.|MASITEK Instruments Inc.,
3plus Economic Development Corporation|3plus Economic Development Corporation,
BASE Engineering Inc.|BASE Engineering Inc.,
Commission de la Bibliothèque publique de Saint-Léonard|Commission de la Bibliothèque publique de Saint-Léonard,
Allstar Rebar Limited|Allstar Rebar Limited,
Royal Star Foods Ltd.|Royal Star Foods Ltd.,
Music & Community Inc.|Music & Community Inc.,
Royal Canadian Legion Greenwich Branch #87|Royal Canadian Legion Greenwich Branch #87,
St. Stephen Curling Club Limited|St. Stephen Curling Club Limited,
Treetop Haven Inc.|Treetop Haven Inc.,
Treetop Haven Inc.|Treetop Haven Inc.,
Active Communities Inc.|Active Communities Inc.,
Active Communities Inc.|Active Communities Inc.,
Active Communities Inc.|Active Communities Inc.,
Active Communities Inc.|Active Communities Inc.,
Active Communities Inc.|Active Communities Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
YMCA of Northeast Avalon Inc.|YMCA of Northeast Avalon Inc.,
Shubenacadie Canal Commission|Shubenacadie Canal Commission,
Van Meekeren Farms Limited|Van Meekeren Farms Limited,
Season Manufacturing Ltd.|Season Manufacturing Ltd.,
Comité du Port de Caraquet Inc.|Comité du Port de Caraquet Inc.,
Comité du Port de Caraquet Inc.|Comité du Port de Caraquet Inc.,
Belleisle Vineyards Inc.|Belleisle Vineyards Inc.,
The Lions Club of Channel-Port aux Basques|The Lions Club of Channel-Port aux Basques,
The Lions Club of Channel-Port aux Basques|The Lions Club of Channel-Port aux Basques,
Boondoc Technologies Incorporated|Boondoc Technologies Incorporated,
Hector Arena Commission Association|Hector Arena Commission Association,
The Huntsman Marine Science Centre|The Huntsman Marine Science Centre,
Lobster Council of Canada|Lobster Council of Canada,
Association for New Canadians|Association for New Canadians,
Newfoundland and Labrador Association of Community Business Development Corporat|Newfoundland and Labrador Association of Community Business Development Corporat,
University of Prince Edward Island|University of Prince Edward Island,
O'Leary Produce Company Limited|O'Leary Produce Company Limited,
O'Leary Produce Co. Ltd.|O'Leary Produce Co. Ltd.,
Trenton and Area Minor Softball Association|Trenton and Area Minor Softball Association,
North Mountain Cultural and Recreation Association|North Mountain Cultural and Recreation Association,
Northern Yacht Club|Northern Yacht Club,
64288 Newfoundland & Labrador Inc.|64288 Newfoundland & Labrador Inc.,
North Cape Coastal Tourism Area Partnership Inc.|North Cape Coastal Tourism Area Partnership Inc.,
Toney River Community Centre|Toney River Community Centre,
Central New Brunswick Woodmen's Museum Inc|Central New Brunswick Woodmen's Museum Inc,
Central New Brunswick Woodmen's Museum Inc|Central New Brunswick Woodmen's Museum Inc,
Central New Brunswick Woodmen's Museum Inc|Central New Brunswick Woodmen's Museum Inc,
Holy Whale Brewing Corp.|Holy Whale Brewing Corp.,
The Excite Corporation Inc.|The Excite Corporation Inc.,
Ventures 2000 Limited|Ventures 2000 Limited,
Ventures 2000 Limited|Ventures 2000 Limited,
Ventures 2000 Limited|Ventures 2000 Limited,
Ventures 2000 Limited|Ventures 2000 Limited,
Université Sainte-Anne|Université Sainte-Anne,
Saint Mary's University|Saint Mary's University,
CEED Centre for Entrepreneurship Education & Development Incorporated|CEED Centre for Entrepreneurship Education & Development Incorporated,
CEED Centre for Entrepreneurship Education & Development Incorporated|CEED Centre for Entrepreneurship Education & Development Incorporated,
Miramichi Salmon Museum Inc.|Miramichi Salmon Museum Inc.,
Miramichi Salmon Museum Inc.|Miramichi Salmon Museum Inc.,
Cape Breton Business Partnership Inc.|Cape Breton Business Partnership Inc.,
Cape Breton Business Partnership Inc.|Cape Breton Business Partnership Inc.,
Johnstown Community Development Co-operative Limited|Johnstown Community Development Co-operative Limited,
The Placentia Area Historical Society|The Placentia Area Historical Society,
Gander and Area Chamber of Commerce Inc.|Gander and Area Chamber of Commerce Inc.,
Gander and Area Chamber of Commerce Inc.|Gander and Area Chamber of Commerce Inc.,
"Royal Canadian Legion, Branch 33|Royal Canadian Legion, Branch 33",
Alexander Bay Lions Club Inc.|Alexander Bay Lions Club Inc.,
Advanced Extraction Systems Inc.|Advanced Extraction Systems Inc.,
Advanced Extraction Systems Inc.|Advanced Extraction Systems Inc.,
Advanced Extraction Systems Inc.|Advanced Extraction Systems Inc.,
N. B. Community College - Miramichi|N. B. Community College - Miramichi,
N. B. Community College - Miramichi|N. B. Community College - Miramichi,
Corey Nutrition Company Inc.|Corey Nutrition Company Inc.,
Venn Innovation Inc.|Venn Innovation Inc.,
Tourism Elliston Inc.|Tourism Elliston Inc.,
St. Bon's Forum Corporation|St. Bon's Forum Corporation,
St. Bon's Forum Corporation|St. Bon's Forum Corporation,
Town of Heart's Content|Town of Heart's Content,
Mara Renewables Corporation|Mara Renewables Corporation,
Tourism Elliston Inc.|Tourism Elliston Inc.,
Tourism Elliston Inc.|Tourism Elliston Inc.,
TNL|TNL,
The Music Industry Association of Nova Scotia|The Music Industry Association of Nova Scotia,
The PostMan NS Inc.|The PostMan NS Inc.,
The PostMan NS Inc.|The PostMan NS Inc.,
Scotia Pool Society|Scotia Pool Society,
Thunder Process Group Inc.|Thunder Process Group Inc.,
Apex Industries Inc.|Apex Industries Inc.,
Newfoundland Aquaculture Industry Association Inc.|Newfoundland Aquaculture Industry Association Inc.,
G.R. TIMELESS FLAME INC.|G.R. TIMELESS FLAME INC.,
Town of Sussex|Town of Sussex,
FoodTender Solutions Inc.|FoodTender Solutions Inc.,
FoodTender Solutions Inc.|FoodTender Solutions Inc.,
Sir William F. Coaker Heritage Foundation Inc.|Sir William F. Coaker Heritage Foundation Inc.,
Gerri's Enterprises Ltd.|Gerri's Enterprises Ltd.,
Gerri's Enterprises Ltd.|Gerri's Enterprises Ltd.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
Alfred Ashburne Memorial Branch 71 Royal Canadian Legion Gagetown|Alfred Ashburne Memorial Branch 71 Royal Canadian Legion Gagetown,
DIVE Ventures Newfoundland Inc.|DIVE Ventures Newfoundland Inc.,
Central Development Corporation|Central Development Corporation,
Central Development Corporation|Central Development Corporation,
Central Development Corporation|Central Development Corporation,
Introhive Services Inc.|Introhive Services Inc.,
Introhive Services Inc.|Introhive Services Inc.,
Golf Cape Breton|Golf Cape Breton,
Town of Wabush|Town of Wabush,
Propel ICT Inc.|Propel ICT Inc.,
Stockford Reefer Services Inc.|Stockford Reefer Services Inc.,
Stockford Reefer Services Inc.|Stockford Reefer Services Inc.,
Gander Lakers Swim Club Inc.|Gander Lakers Swim Club Inc.,
City of Corner Brook|City of Corner Brook,
City of Corner Brook|City of Corner Brook,
Nova Scotia Community College|Nova Scotia Community College,
Gemba Software Solutions Inc.|Gemba Software Solutions Inc.,
East Coast Sheet Metal Ltd.|East Coast Sheet Metal Ltd.,
Cape Breton Business College Limited|Cape Breton Business College Limited,
The Northwest Arm Rod and Gun Club|The Northwest Arm Rod and Gun Club,
Judique Community Centre Development Association|Judique Community Centre Development Association,
Judique Community Centre Development Association|Judique Community Centre Development Association,
Alliance of Manufacturers & Exporters Canada|Alliance of Manufacturers & Exporters Canada,
Alliance of Manufacturers & Exporters Canada|Alliance of Manufacturers & Exporters Canada,
Cape Freels Development Association|Cape Freels Development Association,
Newfoundland and Labrador Association of Community Business Development Corporat|Newfoundland and Labrador Association of Community Business Development Corporat,
Velsoft Training Materials Inc.|Velsoft Training Materials Inc.,
C J Instrumentation Inc.|C J Instrumentation Inc.,
Newfoundland & Labrador Oil & Gas Industries Association Inc.|Newfoundland & Labrador Oil & Gas Industries Association Inc.,
Town of Millertown|Town of Millertown,
Genesis Group Inc.|Genesis Group Inc.,
Ignition Startup Zone Inc.|Ignition Startup Zone Inc.,
Pure Iceberg Water Inc.|Pure Iceberg Water Inc.,
Rainbow Riders - Therapeutic Riding Newfoundland and Labrador Inc.|Rainbow Riders - Therapeutic Riding Newfoundland and Labrador Inc.,
Rotary Club of Labrador City & Wabush Inc.|Rotary Club of Labrador City & Wabush Inc.,
Red Soil Organics Inc.|Red Soil Organics Inc.,
The Maritimes Energy Association|The Maritimes Energy Association,
Village of Salisbury|Village of Salisbury,
Tourism Industry Association of N.B.|Tourism Industry Association of N.B.,
Bernard Jay and Cheryl Jay|Bernard Jay and Cheryl Jay,
3D Bolus Inc.|3D Bolus Inc.,
Acadia Entrepreneurship Centre|Acadia Entrepreneurship Centre,
Propel ICT Inc.|Propel ICT Inc.,
Propel ICT Inc.|Propel ICT Inc.,
Aerospace and Defence Industries Association of Nova Scotia (ADIANS)|Aerospace and Defence Industries Association of Nova Scotia (ADIANS),
Aerospace and Defence Industries Association of Nova Scotia (ADIANS)|Aerospace and Defence Industries Association of Nova Scotia (ADIANS),
Sir Wilfred Thomason Grenfell Historical Society|Sir Wilfred Thomason Grenfell Historical Society,
Bonne Bay Cottage Hospital Heritage Corporation|Bonne Bay Cottage Hospital Heritage Corporation,
Bonne Bay Cottage Hospital Heritage Corporation|Bonne Bay Cottage Hospital Heritage Corporation,
Spirity Pond Ltd.|Spirity Pond Ltd.,
3051939 Nova Scotia Limited|3051939 Nova Scotia Limited,
Metro Business Opportunities Corporation|Metro Business Opportunities Corporation,
Colony of Avalon Foundation Inc.|Colony of Avalon Foundation Inc.,
Colony of Avalon Foundation Inc.|Colony of Avalon Foundation Inc.,
Central Development Corporation|Central Development Corporation,
Central Development Corporation|Central Development Corporation,
Acadian Supreme Inc.|Acadian Supreme Inc.,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
Gradpeek Inc.|Gradpeek Inc.,
The College of Piping and Celtic Performing Arts of Canada Inc.|The College of Piping and Celtic Performing Arts of Canada Inc.,
Village of Canning|Village of Canning,
Biotech Orthotic Design Inc.|Biotech Orthotic Design Inc.,
Atlantic Sea Cucumber Ltd.|Atlantic Sea Cucumber Ltd.,
Alianco|Alianco,
Port Rexton Brewing Company Ltd.|Port Rexton Brewing Company Ltd.,
L'Association Coopérative des Pêcheurs de L'Ile Ltée|L'Association Coopérative des Pêcheurs de L'Ile Ltée,
L'Association Coopérative des Pêcheurs de L'Ile Ltée|L'Association Coopérative des Pêcheurs de L'Ile Ltée,
University of New Brunswick|University of New Brunswick,
University of New Brunswick|University of New Brunswick,
Brown's Paving Ltd.|Brown's Paving Ltd.,
Saint Mary's University|Saint Mary's University,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
Tourism Cavendish Beach Inc.|Tourism Cavendish Beach Inc.,
Tourism Cavendish Beach Inc.|Tourism Cavendish Beach Inc.,
Garago Software Inc.|Garago Software Inc.,
Nature's Way of Canada Limited|Nature's Way of Canada Limited,
Town of Stephenville Crossing|Town of Stephenville Crossing,
The Heart's Delight-Islington Marina Committee Inc.|The Heart's Delight-Islington Marina Committee Inc.,
The Heart's Delight-Islington Marina Committee Inc.|The Heart's Delight-Islington Marina Committee Inc.,
Newfoundland and Labrador Association of Technology Industries Incorporated|Newfoundland and Labrador Association of Technology Industries Incorporated,
Annand Clams Inc.|Annand Clams Inc.,
FTC Enterprises Ltd.|FTC Enterprises Ltd.,
Total Pave Inc.|Total Pave Inc.,
University of New Brunswick|University of New Brunswick,
Prelam Enterprises Ltd.|Prelam Enterprises Ltd.,
LOKOL INC.|LOKOL INC.,
Marystown Heritage-Museum Corporation|Marystown Heritage-Museum Corporation,
Town of Triton|Town of Triton,
Town of Stratford|Town of Stratford,
YMCA of Northeast Avalon Inc.|YMCA of Northeast Avalon Inc.,
YMCA of Northeast Avalon Inc.|YMCA of Northeast Avalon Inc.,
Extreme East Rigging Services Limited|Extreme East Rigging Services Limited,
Town of Baie Verte|Town of Baie Verte,
Study Abroad Canada Inc.|Study Abroad Canada Inc.,
EverAge Consulting Inc.|EverAge Consulting Inc.,
Digby Area Recreation Commission|Digby Area Recreation Commission,
Opportunities New Brunswick|Opportunities New Brunswick,
P.B.A. Industrial Supplies Limited|P.B.A. Industrial Supplies Limited,
Cooke Aquaculture Inc.|Cooke Aquaculture Inc.,
Soundbone Traditional Arts Foundation Inc.|Soundbone Traditional Arts Foundation Inc.,
Brewer Aviation Inc.|Brewer Aviation Inc.,
Lismore & District Recreation Committee|Lismore & District Recreation Committee,
SkySquirrel Technologies Inc.|SkySquirrel Technologies Inc.,
University of New Brunswick|University of New Brunswick,
Sweeney International Marine Corp.|Sweeney International Marine Corp.,
CBDC Péninsule acadienne Inc.|CBDC Péninsule acadienne Inc.,
NEI Association Inc.|NEI Association Inc.,
NEI Association Inc.|NEI Association Inc.,
Dynamic Air Shelters Ltd.|Dynamic Air Shelters Ltd.,
NEI Association Inc.|NEI Association Inc.,
NEI Association Inc.|NEI Association Inc.,
NEI Association Inc.|NEI Association Inc.,
Dairy Farmers of Newfoundland and Labrador|Dairy Farmers of Newfoundland and Labrador,
Dairy Farmers of Newfoundland and Labrador|Dairy Farmers of Newfoundland and Labrador,
Worklinks Inc.|Worklinks Inc.,
Athletigen Technologies Inc.|Athletigen Technologies Inc.,
Athletigen Technologies Inc.|Athletigen Technologies Inc.,
VidCruiter Inc.|VidCruiter Inc.,
"Stella Burry Community Services, Inc.|Stella Burry Community Services, Inc.",
Tors Cove Hall Committee Inc.|Tors Cove Hall Committee Inc.,
Tors Cove Hall Committee Inc.|Tors Cove Hall Committee Inc.,
Le Pays de la Sagouine Inc.|Le Pays de la Sagouine Inc.,
Le Pays de la Sagouine Inc.|Le Pays de la Sagouine Inc.,
Compusult Limited|Compusult Limited,
New Business Venture Inc.|New Business Venture Inc.,
New Business Venture Inc.|New Business Venture Inc.,
Island East Tourism Group Inc.|Island East Tourism Group Inc.,
Point Prim Lighthouse Society Inc.|Point Prim Lighthouse Society Inc.,
Island East Tourism Group Inc.|Island East Tourism Group Inc.,
Prince Edward Island International Shellfish Festival Inc.|Prince Edward Island International Shellfish Festival Inc.,
Prince Edward Island International Shellfish Festival Inc.|Prince Edward Island International Shellfish Festival Inc.,
Volta Labs Incorporated|Volta Labs Incorporated,
Parrsborough Shore Historical Society|Parrsborough Shore Historical Society,
Cape Breton Business Partnership Inc.|Cape Breton Business Partnership Inc.,
College of the North Atlantic|College of the North Atlantic,
College of the North Atlantic|College of the North Atlantic,
East River Shellfish Inc.|East River Shellfish Inc.,
Annapolis Heritage Society|Annapolis Heritage Society,
Village of Petitcodiac|Village of Petitcodiac,
Ébénisterie Foxwoods Millwork Inc.|Ébénisterie Foxwoods Millwork Inc.,
Coastal Business Opportunities Incorporated|Coastal Business Opportunities Incorporated,
Coastal Business Opportunities Incorporated|Coastal Business Opportunities Incorporated,
Baddeck Curling Club Society|Baddeck Curling Club Society,
Clarenville Lions Club|Clarenville Lions Club,
Triple-C Recreation Council Inc.|Triple-C Recreation Council Inc.,
"Royal Canadian Legion, Branch 10 - Amherst|Royal Canadian Legion, Branch 10 - Amherst",
Qimple Inc.|Qimple Inc.,
Nackawic Lions Club|Nackawic Lions Club,
Food Island Partnership Inc.|Food Island Partnership Inc.,
Sydney Mines & District Little League Association|Sydney Mines & District Little League Association,
Bras D'Or and District Senior Citizens and Pensioners Club|Bras D'Or and District Senior Citizens and Pensioners Club,
New Brunswick Biotechnology and Technological Innovation Centre of Excellence In|New Brunswick Biotechnology and Technological Innovation Centre of Excellence In,
New Brunswick Biotechnology and Technological Innovation Centre of Excellence In|New Brunswick Biotechnology and Technological Innovation Centre of Excellence In,
New Brunswick Biotechnology and Technological Innovation Centre of Excellence In|New Brunswick Biotechnology and Technological Innovation Centre of Excellence In,
Newterm Logistics Inc.|Newterm Logistics Inc.,
Iceberg Cosmeceutical Spa Products Inc.|Iceberg Cosmeceutical Spa Products Inc.,
Justice Knowledge Network Inc.|Justice Knowledge Network Inc.,
Expansion Dieppe Inc.|Expansion Dieppe Inc.,
Industrial Rubber Labrador Ltd.|Industrial Rubber Labrador Ltd.,
Town of Conception Harbour|Town of Conception Harbour,
Town of Conception Harbour|Town of Conception Harbour,
Active Communities Inc.|Active Communities Inc.,
Riverside Lobster International Inc.|Riverside Lobster International Inc.,
Leslie Léger et Fils Ltée / Leslie Léger & Sons Ltd.|Leslie Léger et Fils Ltée / Leslie Léger & Sons Ltd.,
Leslie Léger et Fils Ltée / Leslie Léger & Sons Ltd.|Leslie Léger et Fils Ltée / Leslie Léger & Sons Ltd.,
A. Landry Fabrication Ltée|A. Landry Fabrication Ltée,
SONA Nano Tech Limited|SONA Nano Tech Limited,
Town of Conception Harbour|Town of Conception Harbour,
Aerospace and Defence Industries Association of Nova Scotia (ADIANS)|Aerospace and Defence Industries Association of Nova Scotia (ADIANS),
Aerospace and Defence Industries Association of Nova Scotia (ADIANS)|Aerospace and Defence Industries Association of Nova Scotia (ADIANS),
Newfoundland and Labrador Association of Technology Industries Incorporated|Newfoundland and Labrador Association of Technology Industries Incorporated,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
The Discovery Centre|The Discovery Centre,
Royal Canadian Legion - Branch 79|Royal Canadian Legion - Branch 79,
I C Shore Halifax Distilling Company Inc.|I C Shore Halifax Distilling Company Inc.,
I C Shore Halifax Distilling Company Inc.|I C Shore Halifax Distilling Company Inc.,
CEED Centre for Entrepreneurship Education & Development Incorporated|CEED Centre for Entrepreneurship Education & Development Incorporated,
Research and Productivity Council|Research and Productivity Council,
Daigle Aquaculture Inc.|Daigle Aquaculture Inc.,
Memorial University of Newfoundland|Memorial University of Newfoundland,
Prince Edward Island BioAlliance Inc.|Prince Edward Island BioAlliance Inc.,
The Orb Factory Limited|The Orb Factory Limited,
Appili Therapeutics Inc.|Appili Therapeutics Inc.,
"New Brunswick Department of Agriculture, Aquaculture and Fisheries|New Brunswick Department of Agriculture, Aquaculture and Fisheries",
Eyesover Technologies Inc.|Eyesover Technologies Inc.,
Northern Victoria Community Centre Association|Northern Victoria Community Centre Association,
Cape Breton University|Cape Breton University,
Keep Cool Refrigeration and Airconditioning Limited|Keep Cool Refrigeration and Airconditioning Limited,
J&S Oysters Inc.|J&S Oysters Inc.,
J&S Oysters Inc.|J&S Oysters Inc.,
Brown's Paving Ltd.|Brown's Paving Ltd.,
Brown's Paving Ltd.|Brown's Paving Ltd.,
Place aux compétences Inc.|Place aux compétences Inc.,
Toner Farms Limited|Toner Farms Limited,
Town of Springdale|Town of Springdale,
Northern Radar Inc.|Northern Radar Inc.,
MacRL Group Ltd.|MacRL Group Ltd.,
MacRL Group Ltd.|MacRL Group Ltd.,
MacRL Group Ltd.|MacRL Group Ltd.,
Jaillet Aquaculture Inc.|Jaillet Aquaculture Inc.,
Association for New Canadians|Association for New Canadians,
Town of Arnold's Cove|Town of Arnold's Cove,
Phocalux International Inc.|Phocalux International Inc.,
"Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.|Newfoundland and Labrador Organization of Women Entrepreneurs, Inc.",
Skills Canada-Newfoundland and Labrador Incorporated|Skills Canada-Newfoundland and Labrador Incorporated,
South Shore Seafoods Ltd.|South Shore Seafoods Ltd.,
King Ding Productions Inc.|King Ding Productions Inc.,
King Ding Productions Inc.|King Ding Productions Inc.,
King Ding Productions Inc.|King Ding Productions Inc.,
Town of Middleton|Town of Middleton,
Village of Alma|Village of Alma,
Village of Alma|Village of Alma,
Business Cape Breton Association|Business Cape Breton Association,
Nunatsiavut Government|Nunatsiavut Government,
Cavendish Beach  Music Festival Inc.|Cavendish Beach  Music Festival Inc.,
Basin View Seafood Inc.|Basin View Seafood Inc.,
Geode Technology Inc.|Geode Technology Inc.,
Southeast Welding (2011) Ltd.|Southeast Welding (2011) Ltd.,
Trecan Combustion Limited|Trecan Combustion Limited,
Liverpool Baseball Club (1982)|Liverpool Baseball Club (1982),
Liverpool Baseball Club (1982)|Liverpool Baseball Club (1982),
Natures Edge Inc.|Natures Edge Inc.,
Natures Edge Inc.|Natures Edge Inc.,
Cobequid Arts Council|Cobequid Arts Council,
Aquaprime Mussel Ranch Limited|Aquaprime Mussel Ranch Limited,
"Royal Canadian Legion, Wedgeport, Branch # 155|Royal Canadian Legion, Wedgeport, Branch # 155",
Streamline Consulting Services Ltd.|Streamline Consulting Services Ltd.,
ABCO Industries Limited|ABCO Industries Limited,
ABCO Industries Limited|ABCO Industries Limited,
Sayle Safety Inc.|Sayle Safety Inc.,
Waycobah First Nation|Waycobah First Nation,
SailTimer Inc.|SailTimer Inc.,
Allan Equipment Manufacturing Ltd.|Allan Equipment Manufacturing Ltd.,
ARS LONGA Inc.|ARS LONGA Inc.,
Marine Renewables Canada Society|Marine Renewables Canada Society,
University of Prince Edward Island|University of Prince Edward Island,
University of New Brunswick|University of New Brunswick,
Terra Inns Limited|Terra Inns Limited,
White Wolf Snowmobile Club Corporation|White Wolf Snowmobile Club Corporation,
Charlottetown Area Development Corporation|Charlottetown Area Development Corporation,
CNS Contract Research Corp.|CNS Contract Research Corp.,
Town of Lunenburg|Town of Lunenburg,
Westmorland Fisheries Ltd.|Westmorland Fisheries Ltd.,
Hike Discovery Inc.|Hike Discovery Inc.,
Advanced Extraction Systems Inc.|Advanced Extraction Systems Inc.,
Ár n-oileán Resources Ltd.|Ár n-oileán Resources Ltd.,
Dorion Holdings Inc.|Dorion Holdings Inc.,
RDÉE Î.-P.-É. inc.|RDÉE Î.-P.-É. inc.,
Coach Atlantic Transportation Group Inc.|Coach Atlantic Transportation Group Inc.,
PEI Cultural Human Resources Sector Council Inc.|PEI Cultural Human Resources Sector Council Inc.,
NovaEel Inc.|NovaEel Inc.,
Elcora Advanced Materials Corporation|Elcora Advanced Materials Corporation,
Zora Computing Inc.|Zora Computing Inc.,
Newfoundland & Labrador Snowmobile Federation Inc.|Newfoundland & Labrador Snowmobile Federation Inc.,
Red Cove Seafood Products Inc.|Red Cove Seafood Products Inc.,
Miramichi Airport Commission (1993) Inc.|Miramichi Airport Commission (1993) Inc.,
Ville de Saint-Léonard|Ville de Saint-Léonard,
Ville de Saint-Léonard|Ville de Saint-Léonard,
L'Erablière du P'tit 22 inc.|L'Erablière du P'tit 22 inc.,
Englishtown Community Hall Association|Englishtown Community Hall Association,
Weather Shore Windows Inc.|Weather Shore Windows Inc.,
Country Ribbon Inc.|Country Ribbon Inc.,
Summerside Port Corporation Inc.|Summerside Port Corporation Inc.,
G.E. Barbour Inc.|G.E. Barbour Inc.,
G.E. Barbour Inc.|G.E. Barbour Inc.,
OrganiGram Inc.|OrganiGram Inc.,
OrganiGram Inc.|OrganiGram Inc.,
OrganiGram Inc.|OrganiGram Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Atlantic Food And Beverage Processors Association Inc.|Atlantic Food And Beverage Processors Association Inc.,
Town of McIvers|Town of McIvers,
Allstar Rebar Limited|Allstar Rebar Limited,
V & M Carpentry Ltd.|V & M Carpentry Ltd.,
Harbour Grace Ocean Enterprises Ltd.|Harbour Grace Ocean Enterprises Ltd.,
Georgetown Port Inc.|Georgetown Port Inc.,
IMO Foods Limited|IMO Foods Limited,
Association of Atlantic Universities|Association of Atlantic Universities,
Paul Garland Forest Products Limited|Paul Garland Forest Products Limited,
Secunda Canada LP|Secunda Canada LP,
"Petty Harbour Fishermens' Producers Co-operative Society, Limited|Petty Harbour Fishermens' Producers Co-operative Society, Limited",
Somru BioScience Inc.|Somru BioScience Inc.,
Apohaqui Lower Millstream Recreation Council Inc|Apohaqui Lower Millstream Recreation Council Inc,
Eigen Innovations Inc.|Eigen Innovations Inc.,
Prince Edward Island Music Awards Association Inc.|Prince Edward Island Music Awards Association Inc.,
Town of Digby|Town of Digby,
The Maritimes Energy Association|The Maritimes Energy Association,
Avon Valley Floral Inc.|Avon Valley Floral Inc.,
Avon Valley Floral Inc.|Avon Valley Floral Inc.,
Collège communautaire du Nouveau-Brunswick-Bathurst|Collège communautaire du Nouveau-Brunswick-Bathurst,
Town of Torbay|Town of Torbay,
Town of Torbay|Town of Torbay,
Beothic Fish Processors Limited|Beothic Fish Processors Limited,
Fortune Port Corporation|Fortune Port Corporation,
Fortune Port Corporation|Fortune Port Corporation,
Fortune Port Corporation|Fortune Port Corporation,
West Prince Ventures Ltd.|West Prince Ventures Ltd.,
West Prince Ventures Ltd.|West Prince Ventures Ltd.,
CrowdFound Inc.|CrowdFound Inc.,
673100 N.B. Ltd.|673100 N.B. Ltd.,
Approach Navigation Systems Inc.|Approach Navigation Systems Inc.,
Approach Navigation Systems Inc.|Approach Navigation Systems Inc.,
Vision Coaching Inc.|Vision Coaching Inc.,
677020 N.-B. Inc.|677020 N.-B. Inc.,
Town of Grand Falls-Windsor|Town of Grand Falls-Windsor,
Town of Grand Falls-Windsor|Town of Grand Falls-Windsor,
Twelve Baskets Food Bank Association|Twelve Baskets Food Bank Association,
Atlantic Association of Community Business Development Corporations|Atlantic Association of Community Business Development Corporations,
Association of Seafood Producers Inc.|Association of Seafood Producers Inc.,
72391 Newfoundland & Labrador Ltd.|72391 Newfoundland & Labrador Ltd.,
petroforma inc.|petroforma inc.,
Royal Canadian Legion Branch No. 1|Royal Canadian Legion Branch No. 1,
